Method: GET | Path: /viagens_extras/static/css/app.css | Raw Path: /viagens_extras/static/css/app.css | Root Path: /viagens_extras/static | Status: 200 | Headers: {}
Method: GET | Path: /empresa/motoristas | Raw Path: /empresa/motoristas | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrM3g.9OX7NV7uOalI5dr1QnW7EdCeS0g'}
Method: GET | Path: /empresa/motoristas/fragments/list | Raw Path: /empresa/motoristas/fragments/list | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrM3g.9OX7NV7uOalI5dr1QnW7EdCeS0g'}
Method: GET | Path: /empresa/motoristas/fragments/list | Raw Path: /empresa/motoristas/fragments/list | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrM3g.9OX7NV7uOalI5dr1QnW7EdCeS0g'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 401 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrM3w.pVElZaFCQ8h8cNJIzXiiTb2MHR0'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrM4A.V4MnnR4elrfIMkgMw_0Pq4l6jUQ', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 403 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogNX0=.ajrM4A.sFHLqu5qK1nWNwGIthRXNY6xtxI'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogNX0=.ajrM4A.sFHLqu5qK1nWNwGIthRXNY6xtxI', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4A.qhRen2nZWrs6b8HJIGhTvTzYovM'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4A.qhRen2nZWrs6b8HJIGhTvTzYovM', 'content-length': '46', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 403 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogNn0=.ajrM4A.q8brFajK09ytEdNG46PuQ_Kiwf4'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogNn0=.ajrM4A.q8brFajK09ytEdNG46PuQ_Kiwf4', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrM4A.vH3jo4VDdFiCWhqo8DGfZzpLANQ'}
Method: GET | Path: /requests/1/comprovante | Raw Path: /requests/1/comprovante | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrM4A.vH3jo4VDdFiCWhqo8DGfZzpLANQ'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/requests/1/supervisor-panel | Raw Path: /empresa/requests/1/supervisor-panel | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4A.qhRen2nZWrs6b8HJIGhTvTzYovM'}
Method: GET | Path: /empresa/requests/1/supervisor-panel | Raw Path: /empresa/requests/1/supervisor-panel | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4A.qhRen2nZWrs6b8HJIGhTvTzYovM'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/requests/1/triage | Raw Path: /empresa/requests/1/triage | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4Q.7ImMY_kSMXjHz16Y1Qt8XD1jcpQ', 'content-length': '189', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4Q.7ImMY_kSMXjHz16Y1Qt8XD1jcpQ', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /partner/requests/1/accept-quote | Raw Path: /partner/requests/1/accept-quote | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrM4Q.tEBkFo9cz3r1U3VILpgeb_CHCYw'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/requests/1/triage | Raw Path: /empresa/requests/1/triage | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4g.UjKirTlWV_cZoeRlfKvoKAGxe6c', 'content-length': '189', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4w.I4p0l0TZgQiikbJg83Z7ekX647M', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /partner/requests/1/decline-quote | Raw Path: /partner/requests/1/decline-quote | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrM4w.i99Unj9bFwnO83P4ZNbTENceWyw'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /events/stream | Raw Path: /events/stream | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4w.I4p0l0TZgQiikbJg83Z7ekX647M'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /partner/fragments/metrics | Raw Path: /partner/fragments/metrics | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrM4w.i99Unj9bFwnO83P4ZNbTENceWyw'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrM4w.i99Unj9bFwnO83P4ZNbTENceWyw', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/operacoes/fragments/metrics | Raw Path: /empresa/operacoes/fragments/metrics | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM4w.I4p0l0TZgQiikbJg83Z7ekX647M'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/requests/1/cancel | Raw Path: /empresa/requests/1/cancel | Root Path:  | Status: 400 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM5A.luTrPt3XLH6u9_uihppgcXwDPWk', 'content-length': '28', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /empresa/requests/1/triage | Raw Path: /empresa/requests/1/triage | Root Path:  | Status: 400 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM5A.luTrPt3XLH6u9_uihppgcXwDPWk', 'content-length': '161', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /profile | Raw Path: /profile | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM5A.luTrPt3XLH6u9_uihppgcXwDPWk'}
Method: POST | Path: /profile | Raw Path: /profile | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrM5A.luTrPt3XLH6u9_uihppgcXwDPWk', 'content-length': '185', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /login | Raw Path: /login | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: POST | Path: /logout | Raw Path: /logout | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: POST | Path: /logout | Raw Path: /logout | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrNIQ.Q0SCruVyXU6tCHN66iaXoI6Y8Og'}
Method: GET | Path: /partner | Raw Path: /partner | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: POST | Path: /logout | Raw Path: /logout | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'content-length': '0', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: GET | Path: /login | Raw Path: /login | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: GET | Path: /partner | Raw Path: /partner | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: GET | Path: /empresa/operacoes | Raw Path: /empresa/operacoes | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/operacoes | Raw Path: /empresa/operacoes | Root Path:  | Status: 403 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMn0=.ajrNIg.NE631Ybv7O9Ar58uBVSB5WEPpds'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/operacoes | Raw Path: /empresa/operacoes | Root Path:  | Status: 403 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogNH0=.ajrNIg.25SJRd58XbAESKLYwxqB8uFPjEI'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '55', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/financeiro | Raw Path: /empresa/financeiro | Root Path:  | Status: 403 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogM30=.ajrNIw.3Ct12CgduhOdoqbnvzL-lNmeLQE'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '49', 'content-type': 'application/x-www-form-urlencoded'}
Method: GET | Path: /empresa/operacoes | Raw Path: /empresa/operacoes | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNIw.6iouabVNygY4BmGLGx_e68WBE-k'}
Method: GET | Path: /empresa/financeiro | Raw Path: /empresa/financeiro | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNIw.6iouabVNygY4BmGLGx_e68WBE-k'}
Method: GET | Path: /empresa/gerencial | Raw Path: /empresa/gerencial | Root Path:  | Status: 200 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'cookie': 'session=eyJ1c2VyX2lkIjogMX0=.ajrNIw.6iouabVNygY4BmGLGx_e68WBE-k'}
Method: POST | Path: /login | Raw Path: /login | Root Path:  | Status: 303 | Headers: {'host': 'testserver', 'accept': '*/*', 'accept-encoding': 'gzip, deflate', 'connection': 'keep-alive', 'user-agent': 'testclient', 'content-length': '51', 'content-type': 'application/x-www-form-urlencoded'}
